participantId,trialId,trialOrder,condition,responseId,state1,state2,truePercent,reportedPercent,rawError,log2Error,trialPair
312bb1f9-78b9-4fc7-b0c7-48f255951cc7,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,75,25,4.651051691178929,Madhya Pradesh vs Chhattisgarh
367512ca-e73c-4402-be78-99ebf69cdcf2,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,42,2,1.0874628412503393,Delhi vs Bihar
367512ca-e73c-4402-be78-99ebf69cdcf2,Uttarakhand-Himachalpradesh-R,2.0,R,q-density-10,Uttarakhand,Himachal Pradesh,64,5,59,5.885696373339395,Uttarakhand vs Himachal Pradesh
367512ca-e73c-4402-be78-99ebf69cdcf2,Uttarpradesh-Westbengal-G,3.0,G,q-density-02,West Bengal,Uttar Pradesh,13,50,37,5.2143191208007655,West Bengal vs Uttar Pradesh
367512ca-e73c-4402-be78-99ebf69cdcf2,Maharashtra-Gujarat-G,4.0,G,q-density-03,Maharashtra,Gujarat,12,0,12,3.599912842187128,Maharashtra vs Gujarat
367512ca-e73c-4402-be78-99ebf69cdcf2,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,10,49,5.618385502258606,Tamil Nadu vs Karnataka
367512ca-e73c-4402-be78-99ebf69cdcf2,Kerala-Andhrapradesh-RGB,6.0,RGB,q-density-05,Kerala,Andhra Pradesh,100,52,48,5.588714635582264,Kerala vs Andhra Pradesh
367512ca-e73c-4402-be78-99ebf69cdcf2,Rajasthan-Haryana-G,7.0,G,q-density-06,Haryana,Rajasthan,100,50,50,5.647458426454921,Haryana vs Rajasthan
367512ca-e73c-4402-be78-99ebf69cdcf2,Assam-Odisha-RGB,8.0,RGB,q-density-07,Assam,Odisha,54,21,33,5.049848549450561,Assam vs Odisha
367512ca-e73c-4402-be78-99ebf69cdcf2,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,0,21,4.400879436282184,Punjab vs Jharkhand
367512ca-e73c-4402-be78-99ebf69cdcf2,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,27,17,4.098032082960526,Delhi vs Bihar
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Uttarakhand-Himachalpradesh-RGB,2.0,RGB,q-density-10,Uttarakhand,Himachal Pradesh,64,100,36,5.174925682500679,Uttarakhand vs Himachal Pradesh
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Uttarpradesh-Westbengal-G,3.0,G,q-density-02,West Bengal,Uttar Pradesh,13,21,8,3.0223678130284544,West Bengal vs Uttar Pradesh
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Maharashtra-Gujarat-R,4.0,R,q-density-03,Maharashtra,Gujarat,12,11,1,0.16992500144231237,Maharashtra vs Gujarat
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,65,6,2.6147098441152083,Tamil Nadu vs Karnataka
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Kerala-Andhrapradesh-R,6.0,R,q-density-05,Kerala,Andhra Pradesh,100,74,26,4.7073591320808825,Kerala vs Andhra Pradesh
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Rajasthan-Haryana-G,7.0,G,q-density-06,Haryana,Rajasthan,100,88,12,3.599912842187128,Haryana vs Rajasthan
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Assam-Odisha-R,8.0,R,q-density-07,Assam,Odisha,54,45,9,3.189824558880017,Assam vs Odisha
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,20,1,0.16992500144231237,Punjab vs Jharkhand
74e5f5d3-1142-4d37-a14a-ef6562bd5647,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
80c93295-dff4-4718-8453-4f91fabeb477,Delhi-Bihar-G,1.0,G,q-density-01,Delhi,Bihar,44,21,23,4.531381460516312,Delhi vs Bihar
80c93295-dff4-4718-8453-4f91fabeb477,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,75,11,3.4757334309663976,Uttarakhand vs Himachal Pradesh
80c93295-dff4-4718-8453-4f91fabeb477,Uttarpradesh-Westbengal-RGB,3.0,RGB,q-density-02,West Bengal,Uttar Pradesh,13,30,17,4.098032082960526,West Bengal vs Uttar Pradesh
80c93295-dff4-4718-8453-4f91fabeb477,Maharashtra-Gujarat-G,4.0,G,q-density-03,Maharashtra,Gujarat,12,4,8,3.0223678130284544,Maharashtra vs Gujarat
80c93295-dff4-4718-8453-4f91fabeb477,Tamilnadu-Karnataka-R,5.0,R,q-density-04,Tamil Nadu,Karnataka,59,48,11,3.4757334309663976,Tamil Nadu vs Karnataka
80c93295-dff4-4718-8453-4f91fabeb477,Kerala-Andhrapradesh-R,6.0,R,q-density-05,Kerala,Andhra Pradesh,100,100,0,0.0,Kerala vs Andhra Pradesh
80c93295-dff4-4718-8453-4f91fabeb477,Rajasthan-Haryana-R,7.0,R,q-density-06,Haryana,Rajasthan,100,100,0,0.0,Haryana vs Rajasthan
80c93295-dff4-4718-8453-4f91fabeb477,Assam-Odisha-RGB,8.0,RGB,q-density-07,Assam,Odisha,54,10,44,5.463524373271181,Assam vs Odisha
80c93295-dff4-4718-8453-4f91fabeb477,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,6,15,3.9188632372745946,Punjab vs Jharkhand
80c93295-dff4-4718-8453-4f91fabeb477,Madhyapradesh-Chhattisgarh-G,10.0,G,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Delhi-Bihar-G,1.0,G,q-density-01,Delhi,Bihar,44,33,11,3.4757334309663976,Delhi vs Bihar
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Uttarakhand-Himachalpradesh-RGB,2.0,RGB,q-density-10,Uttarakhand,Himachal Pradesh,64,7,57,5.836050355058069,Uttarakhand vs Himachal Pradesh
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Uttarpradesh-Westbengal-R,3.0,R,q-density-02,West Bengal,Uttar Pradesh,13,3,10,3.3398500028846247,West Bengal vs Uttar Pradesh
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Maharashtra-Gujarat-G,4.0,G,q-density-03,Maharashtra,Gujarat,12,2,10,3.3398500028846247,Maharashtra vs Gujarat
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Tamilnadu-Karnataka-R,5.0,R,q-density-04,Tamil Nadu,Karnataka,59,24,35,5.134426320220926,Tamil Nadu vs Karnataka
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,100,0,0.0,Kerala vs Andhra Pradesh
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Rajasthan-Haryana-RGB,7.0,RGB,q-density-06,Haryana,Rajasthan,100,46,54,5.7582232147267245,Haryana vs Rajasthan
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Assam-Odisha-RGB,8.0,RGB,q-density-07,Assam,Odisha,54,44,10,3.3398500028846247,Assam vs Odisha
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,12,9,3.189824558880017,Punjab vs Jharkhand
8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c,Madhyapradesh-Chhattisgarh-RGB,10.0,RGB,q-density-09,Madhya Pradesh,Chhattisgarh,100,87,13,3.7142455176661224,Madhya Pradesh vs Chhattisgarh
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,51,7,2.8328900141647417,Delhi vs Bihar
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Uttarakhand-Himachalpradesh-R,2.0,R,q-density-10,Uttarakhand,Himachal Pradesh,64,15,49,5.618385502258606,Uttarakhand vs Himachal Pradesh
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Uttarpradesh-Westbengal-R,3.0,R,q-density-02,West Bengal,Uttar Pradesh,13,14,1,0.16992500144231237,West Bengal vs Uttar Pradesh
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Maharashtra-Gujarat-RGB,4.0,RGB,q-density-03,Maharashtra,Gujarat,12,5,7,2.8328900141647417,Maharashtra vs Gujarat
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Tamilnadu-Karnataka-R,5.0,R,q-density-04,Tamil Nadu,Karnataka,59,21,38,5.252665432450248,Tamil Nadu vs Karnataka
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,73,27,4.7615512324444795,Kerala vs Andhra Pradesh
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Rajasthan-Haryana-G,7.0,G,q-density-06,Haryana,Rajasthan,100,64,36,5.174925682500679,Haryana vs Rajasthan
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Assam-Odisha-RGB,8.0,RGB,q-density-07,Assam,Odisha,54,46,8,3.0223678130284544,Assam vs Odisha
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Punjab-Jharkhand-RGB,9.0,RGB,q-density-08,Punjab,Jharkhand,21,2,19,4.257387842692652,Punjab vs Jharkhand
9d9610ad-62c8-4545-a2c5-36d26e5076cd,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,85,15,3.9188632372745946,Madhya Pradesh vs Chhattisgarh
a210482b-c7cc-4298-8620-ce15956387a9,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,78,34,5.092757140919852,Delhi vs Bihar
a596a30d-2d35-48e4-8805-e00009b331a1,Delhi-Bihar-G,1.0,G,q-density-01,Delhi,Bihar,44,50,6,2.6147098441152083,Delhi vs Bihar
a596a30d-2d35-48e4-8805-e00009b331a1,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,31,33,5.049848549450561,Uttarakhand vs Himachal Pradesh
a596a30d-2d35-48e4-8805-e00009b331a1,Uttarpradesh-Westbengal-G,3.0,G,q-density-02,West Bengal,Uttar Pradesh,13,70,57,5.836050355058069,West Bengal vs Uttar Pradesh
a596a30d-2d35-48e4-8805-e00009b331a1,Maharashtra-Gujarat-R,4.0,R,q-density-03,Maharashtra,Gujarat,12,5,7,2.8328900141647417,Maharashtra vs Gujarat
a596a30d-2d35-48e4-8805-e00009b331a1,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,68,9,3.189824558880017,Tamil Nadu vs Karnataka
a596a30d-2d35-48e4-8805-e00009b331a1,Kerala-Andhrapradesh-RGB,6.0,RGB,q-density-05,Kerala,Andhra Pradesh,100,69,31,4.960001932068081,Kerala vs Andhra Pradesh
a596a30d-2d35-48e4-8805-e00009b331a1,Rajasthan-Haryana-R,7.0,R,q-density-06,Haryana,Rajasthan,100,89,11,3.4757334309663976,Haryana vs Rajasthan
a596a30d-2d35-48e4-8805-e00009b331a1,Assam-Odisha-R,8.0,R,q-density-07,Assam,Odisha,54,13,41,5.361943773735241,Assam vs Odisha
a596a30d-2d35-48e4-8805-e00009b331a1,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,12,9,3.189824558880017,Punjab vs Jharkhand
a596a30d-2d35-48e4-8805-e00009b331a1,Madhyapradesh-Chhattisgarh-G,10.0,G,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Delhi-Bihar-R,1.0,R,q-density-01,Delhi,Bihar,44,49,5,2.357552004618084,Delhi vs Bihar
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,20,44,5.463524373271181,Uttarakhand vs Himachal Pradesh
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Uttarpradesh-Westbengal-RGB,3.0,RGB,q-density-02,West Bengal,Uttar Pradesh,13,2,11,3.4757334309663976,West Bengal vs Uttar Pradesh
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Maharashtra-Gujarat-G,4.0,G,q-density-03,Maharashtra,Gujarat,12,0,12,3.599912842187128,Maharashtra vs Gujarat
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Tamilnadu-Karnataka-R,5.0,R,q-density-04,Tamil Nadu,Karnataka,59,50,9,3.189824558880017,Tamil Nadu vs Karnataka
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,69,31,4.960001932068081,Kerala vs Andhra Pradesh
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Rajasthan-Haryana-RGB,7.0,RGB,q-density-06,Haryana,Rajasthan,100,48,52,5.703903573444664,Haryana vs Rajasthan
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Assam-Odisha-R,8.0,R,q-density-07,Assam,Odisha,54,21,33,5.049848549450561,Assam vs Odisha
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Punjab-Jharkhand-RGB,9.0,RGB,q-density-08,Punjab,Jharkhand,21,1,20,4.330916878114617,Punjab vs Jharkhand
afc9645d-d9cd-4c8a-bf37-de23f5e1a557,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
b0a8e88e-577c-447c-92c7-458720ff2eab,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,35,9,3.189824558880017,Delhi vs Bihar
b0a8e88e-577c-447c-92c7-458720ff2eab,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,0,64,6.002815015607054,Uttarakhand vs Himachal Pradesh
b0a8e88e-577c-447c-92c7-458720ff2eab,Uttarpradesh-Westbengal-RGB,3.0,RGB,q-density-02,West Bengal,Uttar Pradesh,13,14,1,0.16992500144231237,West Bengal vs Uttar Pradesh
b0a8e88e-577c-447c-92c7-458720ff2eab,Maharashtra-Gujarat-RGB,4.0,RGB,q-density-03,Maharashtra,Gujarat,12,1,11,3.4757334309663976,Maharashtra vs Gujarat
b0a8e88e-577c-447c-92c7-458720ff2eab,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,38,21,4.400879436282184,Tamil Nadu vs Karnataka
b0a8e88e-577c-447c-92c7-458720ff2eab,Kerala-Andhrapradesh-RGB,6.0,RGB,q-density-05,Kerala,Andhra Pradesh,100,52,48,5.588714635582264,Kerala vs Andhra Pradesh
b0a8e88e-577c-447c-92c7-458720ff2eab,Rajasthan-Haryana-G,7.0,G,q-density-06,Haryana,Rajasthan,100,44,56,5.810571634741147,Haryana vs Rajasthan
b0a8e88e-577c-447c-92c7-458720ff2eab,Assam-Odisha-R,8.0,R,q-density-07,Assam,Odisha,54,0,54,5.7582232147267245,Assam vs Odisha
b0a8e88e-577c-447c-92c7-458720ff2eab,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,14,7,2.8328900141647417,Punjab vs Jharkhand
b0a8e88e-577c-447c-92c7-458720ff2eab,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,46,54,5.7582232147267245,Madhya Pradesh vs Chhattisgarh
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Delhi-Bihar-R,1.0,R,q-density-01,Delhi,Bihar,44,27,17,4.098032082960526,Delhi vs Bihar
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Uttarakhand-Himachalpradesh-R,2.0,R,q-density-10,Uttarakhand,Himachal Pradesh,64,14,50,5.647458426454921,Uttarakhand vs Himachal Pradesh
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Uttarpradesh-Westbengal-G,3.0,G,q-density-02,West Bengal,Uttar Pradesh,13,10,3,1.6438561897747246,West Bengal vs Uttar Pradesh
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Maharashtra-Gujarat-RGB,4.0,RGB,q-density-03,Maharashtra,Gujarat,12,0,12,3.599912842187128,Maharashtra vs Gujarat
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,34,25,4.651051691178929,Tamil Nadu vs Karnataka
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,65,35,5.134426320220926,Kerala vs Andhra Pradesh
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Rajasthan-Haryana-G,7.0,G,q-density-06,Haryana,Rajasthan,100,80,20,4.330916878114617,Haryana vs Rajasthan
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Assam-Odisha-G,8.0,G,q-density-07,Assam,Odisha,54,23,31,4.960001932068081,Assam vs Odisha
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Punjab-Jharkhand-RGB,9.0,RGB,q-density-08,Punjab,Jharkhand,21,13,8,3.0223678130284544,Punjab vs Jharkhand
b116387c-5ed6-4848-b0c2-b2885b5fdce0,Madhyapradesh-Chhattisgarh-G,10.0,G,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,30,14,3.820178962415188,Delhi vs Bihar
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,50,14,3.820178962415188,Uttarakhand vs Himachal Pradesh
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Uttarpradesh-Westbengal-R,3.0,R,q-density-02,West Bengal,Uttar Pradesh,13,25,12,3.599912842187128,West Bengal vs Uttar Pradesh
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Maharashtra-Gujarat-RGB,4.0,RGB,q-density-03,Maharashtra,Gujarat,12,10,2,1.0874628412503393,Maharashtra vs Gujarat
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Tamilnadu-Karnataka-G,5.0,G,q-density-04,Tamil Nadu,Karnataka,59,50,9,3.189824558880017,Tamil Nadu vs Karnataka
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Kerala-Andhrapradesh-R,6.0,R,q-density-05,Kerala,Andhra Pradesh,100,50,50,5.647458426454921,Kerala vs Andhra Pradesh
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Rajasthan-Haryana-RGB,7.0,RGB,q-density-06,Haryana,Rajasthan,100,67,33,5.049848549450561,Haryana vs Rajasthan
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Assam-Odisha-G,8.0,G,q-density-07,Assam,Odisha,54,50,4,2.0443941193584534,Assam vs Odisha
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Punjab-Jharkhand-G,9.0,G,q-density-08,Punjab,Jharkhand,21,25,4,2.0443941193584534,Punjab vs Jharkhand
b9ba3c4f-e3a5-419a-9d47-6b54a085ba2d,Madhyapradesh-Chhattisgarh-RGB,10.0,RGB,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
