participantId,trialId,trialOrder,responseId,responsePrompt,answer
"312bb1f9-78b9-4fc7-b0c7-48f255951cc7","Madhyapradesh-Chhattisgarh-R","10","q-density-09","How much more dense is the population in Madhya Pradesh compared to Chhattisgarh?

(0% = no difference, 100% = twice as dense or more)","75"
"312bb1f9-78b9-4fc7-b0c7-48f255951cc7","Madhyapradesh-Chhattisgarh-R","10","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","participantTags","null","participantTags","undefined","[]"
"33732f42-3bba-41a2-905b-bcf73165e241","introduction","0","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","introduction","0","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":3,""scroll"":24,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Delhi-Bihar-R","1","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Delhi-Bihar-R","1","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Uttarakhand-Himachalpradesh-R","2","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Uttarakhand-Himachalpradesh-R","2","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Uttarpradesh-Westbengal-R","3","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Uttarpradesh-Westbengal-R","3","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Maharashtra-Gujarat-RGB","4","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Maharashtra-Gujarat-RGB","4","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Tamilnadu-Karnataka-R","5","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Tamilnadu-Karnataka-R","5","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Kerala-Andhrapradesh-G","6","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Kerala-Andhrapradesh-G","6","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Rajasthan-Haryana-R","7","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Rajasthan-Haryana-R","7","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Assam-Odisha-R","8","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Assam-Odisha-R","8","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Punjab-Jharkhand-R","9","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Punjab-Jharkhand-R","9","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"33732f42-3bba-41a2-905b-bcf73165e241","Madhyapradesh-Chhattisgarh-RGB","10","","undefined","undefined"
"33732f42-3bba-41a2-905b-bcf73165e241","Madhyapradesh-Chhattisgarh-RGB","10","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","participantTags","null","participantTags","undefined","[]"
"367512ca-e73c-4402-be78-99ebf69cdcf2","introduction","0","","undefined","undefined"
"367512ca-e73c-4402-be78-99ebf69cdcf2","introduction","0","windowEvents","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":1,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Delhi-Bihar-RGB","1","q-density-01","How much more dense is the population in Delhi compared to Bihar?

(0% = no difference, 100% = twice as dense or more)","42"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Delhi-Bihar-RGB","1","windowEvents","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":95,""mousedown"":3,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Uttarakhand-Himachalpradesh-R","2","q-density-10","How much more dense is the population in Uttarakhand compared to Himachal Pradesh?

(0% = no difference, 100% = twice as dense or more)","5"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Uttarakhand-Himachalpradesh-R","2","windowEvents","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":92,""mousedown"":5,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Uttarpradesh-Westbengal-G","3","q-density-02","How much more dense is the population in West Bengal compared to Uttar Pradesh?

(0% = no difference, 100% = twice as dense or more)","50"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Uttarpradesh-Westbengal-G","3","windowEvents","undefined","{""focus"":3,""input"":0,""keydown"":1,""keyup"":1,""mousemove"":76,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Maharashtra-Gujarat-G","4","q-density-03","How much more dense is the population in Maharashtra compared to Gujarat?

(0% = no difference, 100% = twice as dense or more)","0"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Maharashtra-Gujarat-G","4","windowEvents","undefined","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":69,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":4,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Tamilnadu-Karnataka-RGB","5","q-density-04","How much more dense is the population in Tamil Nadu compared to Karnataka?

(0% = no difference, 100% = twice as dense or more)","10"
